Column_Name,Label
"Man Killed in Hit-and-Run Accident, Driver Flees Scene",murder
Local Businessman Shot Dead in Attempted Robbery,murder
Family Grieves After Daughter's Fatal Stabbing by Boyfriend,murder
"Man Found Dead in Alley, Police Suspect Gang Involvement",murder
Police Investigate Gruesome Murder in Old Warehouse,murder
"Body of Missing Woman Found in River, Foul Play Suspected",murder
"Teenager Found Dead in Park, Police Rule Homicide",murder
"Young Couple Shot Dead in Car, Motive Unknown",murder
"Woman's Body Discovered in Trash Compactor, Investigation Underway",murder
Manhunt Underway for Suspect in Child's Murder,murder
"Victim's Body Found in Burned-Out House, Arson Suspected",murder
"Local Philanthropist Found Dead in Home, Apparent Robbery Gone Wrong",murder
Authorities Investigate After Human Skull Found in Field,murder
"Woman Killed in Hit-and-Run Accident, Driver Arrested",murder
Teenager Arrested for Murder of High School Classmate,murder
"Police Discover Cult's Mass Suicide, Dozens Dead",murder
"Body of Missing Teen Found in Woods, Suspect in Custody",murder
Community Mourns After Fatal Shooting at Church,murder
"Infamous Gang Leader Found Dead in Jail Cell, Possible Retaliation",murder
"Body of Missing Man Found in River, Investigation Ongoing",murder
"Young Mother Shot Dead in Front of Children, Husband Arrested",murder
"Local Celebrity Found Dead in Hotel Room, Overdose Suspected",murder
"Police Raid Illegal Gambling Den, Several Dead in Shootout",murder
"Victim's Body Found in Abandoned Factory, Cause of Death Unknown",murder
"Man Found Dead in Parking Lot, Police Suspect Gang-Related",murder
"Elderly Couple Found Dead in Home, Police Investigate Double Homicide",murder
Community Shocked After Brutal Murder of Popular Teenager,murder
Police Investigate Suspicious Death of College Student,murder
"Body of Missing Boy Found in Basement, Parents Arrested",murder
Victim's Family Seeks Justice After Brutal Slaying,murder
Police Warn Public After Series of Mysterious Deaths,murder
"Two Men Killed in Road Rage Incident, Suspect at Large",murder
"Young Woman Found Dead in Apartment, Boyfriend Arrested",murder
"Body of Homeless Man Found in Dumpster, Cause of Death Unknown",murder
"Businessman Shot Dead in Parking Garage, Motive Unclear",murder
"Local Teacher Found Dead in Classroom, Suspect in Custody",murder
Horrific Murder-Suicide Leaves Entire Family Dead,murder
"Police Investigate Shooting at Nightclub, Multiple Fatalities Reported",murder
"Victim's Body Discovered in Shallow Grave, Suspect Arrested",murder
Community in Shock After Teenagers' Fatal Stabbing,murder
"Elderly Woman Found Dead in Home, Suspected Burglary Gone Wrong",murder
"Police Discover Underground Fight Club, Several Injured",murder
"Body of Missing Boy Found in Abandoned Building, Suspect Arrested",murder
"Woman Fatally Shot During Domestic Dispute, Husband in Custody",murder
Hunt for Serial Killer Intensifies After Latest Victim Found,murder
"Famous Author Found Dead in Hotel Room, Suspicious Circumstances",murder
Investigation Launched After Human Remains Discovered in Forest,murder
"Man Killed in Hit-and-Run Accident, Driver Flees Scene",murder
Local Businessman Shot Dead in Attempted Robbery,murder
Family Grieves After Daughter's Fatal Stabbing by Boyfriend,murder
"Man Found Dead in Alley, Police Suspect Gang Involvement",murder
Police Investigate Gruesome Murder in Old Warehouse,murder
"Body of Missing Woman Found in River, Foul Play Suspected",murder
"Teenager Found Dead in Park, Police Rule Homicide",murder
"Young Couple Shot Dead in Car, Motive Unknown",murder
"Woman's Body Discovered in Trash Compactor, Investigation Underway",murder
Manhunt Underway for Suspect in Child's Murder,murder
"Victim's Body Found in Burned-Out House, Arson Suspected",murder
"Local Philanthropist Found Dead in Home, Apparent Robbery Gone Wrong",murder
Authorities Investigate After Human Skull Found in Field,murder
"Woman Killed in Hit-and-Run Accident, Driver Arrested",murder
Teenager Arrested for Murder of High School Classmate,murder
"Police Discover Cult's Mass Suicide, Dozens Dead",murder
"Body of Missing Teen Found in Woods, Suspect in Custody",murder
Community Mourns After Fatal Shooting at Church,murder
"Infamous Gang Leader Found Dead in Jail Cell, Possible Retaliation",murder
"Body of Missing Man Found in River, Investigation Ongoing",murder
"Young Mother Shot Dead in Front of Children, Husband Arrested",murder
"Local Celebrity Found Dead in Hotel Room, Overdose Suspected",murder
"Police Raid Illegal Gambling Den, Several Dead in Shootout",murder
"Victim's Body Found in Abandoned Factory, Cause of Death Unknown",murder
"Man Found Dead in Parking Lot, Police Suspect Gang-Related",murder
"Elderly Couple Found Dead in Home, Police Investigate Double Homicide",murder
Community Shocked After Brutal Murder of Popular Teenager,murder
Police Investigate Suspicious Death of College Student,murder
"Body of Missing Boy Found in Basement, Parents Arrested",murder
Victim's Family Seeks Justice After Brutal Slaying,murder
Police Warn Public After Series of Mysterious Deaths,murder
"Two Men Killed in Road Rage Incident, Suspect at Large",murder
"Young Woman Found Dead in Apartment, Boyfriend Arrested",murder
"Body of Homeless Man Found in Dumpster, Cause of Death Unknown",murder
"Businessman Shot Dead in Parking Garage, Motive Unclear",murder
"Local Teacher Found Dead in Classroom, Suspect in Custody",murder
Horrific Murder-Suicide Leaves Entire Family Dead,murder
"Police Investigate Shooting at Nightclub, Multiple Fatalities Reported",murder
"Victim's Body Discovered in Shallow Grave, Suspect Arrested",murder
Community in Shock After Teenagers' Fatal Stabbing,murder
"Elderly Woman Found Dead in Home, Suspected Burglary Gone Wrong",murder
"Police Discover Underground Fight Club, Several Injured",murder
"Body of Missing Boy Found in Abandoned Building, Suspect Arrested",murder
"Woman Fatally Shot During Domestic Dispute, Husband in Custody",murder
Hunt for Serial Killer Intensifies After Latest Victim Found,murder
"Famous Author Found Dead in Hotel Room, Suspicious Circumstances",murder
Investigation Launched After Human Remains Discovered in Forest,murder
"Man Killed in Hit-and-Run Accident, Driver Flees Scene",murder
Local Businessman Shot Dead in Attempted Robbery,murder
Family Grieves After Daughter's Fatal Stabbing by Boyfriend,murder
"Man Found Dead in Alley, Police Suspect Gang Involvement",murder
Police Investigate Gruesome Murder in Old Warehouse,murder
"Body of Missing Woman Found in River, Foul Play Suspected",murder
"Teenager Found Dead in Park, Police Rule Homicide",murder
"Young Couple Shot Dead in Car, Motive Unknown",murder
"Woman's Body Discovered in Trash Compactor, Investigation Underway",murder
Manhunt Underway for Suspect in Child's Murder,murder
"Victim's Body Found in Burned-Out House, Arson Suspected",murder
"Local Philanthropist Found Dead in Home, Apparent Robbery Gone Wrong",murder
Authorities Investigate After Human Skull Found in Field,murder
"Woman Killed in Hit-and-Run Accident, Driver Arrested",murder
Teenager Arrested for Murder of High School Classmate,murder
"Police Discover Cult's Mass Suicide, Dozens Dead",murder
"Body of Missing Teen Found in Woods, Suspect in Custody",murder
Community Mourns After Fatal Shooting at Church,murder
"Infamous Gang Leader Found Dead in Jail Cell, Possible Retaliation",murder
"Body of Missing Man Found in River, Investigation Ongoing",murder
"Young Mother Shot Dead in Front of Children, Husband Arrested",murder
"Local Celebrity Found Dead in Hotel Room, Overdose Suspected",murder
"Police Raid Illegal Gambling Den, Several Dead in Shootout",murder
"Victim's Body Found in Abandoned Factory, Cause of Death Unknown",murder
"Man Found Dead in Parking Lot, Police Suspect Gang-Related",murder
"Elderly Couple Found Dead in Home, Police Investigate Double Homicide",murder
Community Shocked After Brutal Murder of Popular Teenager,murder
Police Investigate Suspicious Death of College Student,murder
"Body of Missing Boy Found in Basement, Parents Arrested",murder
Victim's Family Seeks Justice After Brutal Slaying,murder
Police Warn Public After Series of Mysterious Deaths,murder
"Two Men Killed in Road Rage Incident, Suspect at Large",murder
"Young Woman Found Dead in Apartment, Boyfriend Arrested",murder
"Body of Homeless Man Found in Dumpster, Cause of Death Unknown",murder
"Businessman Shot Dead in Parking Garage, Motive Unclear",murder
"Local Teacher Found Dead in Classroom, Suspect in Custody",murder
Horrific Murder-Suicide Leaves Entire Family Dead,murder
"Police Investigate Shooting at Nightclub, Multiple Fatalities Reported",murder
"Victim's Body Discovered in Shallow Grave, Suspect Arrested",murder
Community in Shock After Teenagers' Fatal Stabbing,murder
"Elderly Woman Found Dead in Home, Suspected Burglary Gone Wrong",murder
"Police Discover Underground Fight Club, Several Injured",murder
"Body of Missing Boy Found in Abandoned Building, Suspect Arrested",murder
"Woman Fatally Shot During Domestic Dispute, Husband in Custody",murder
Hunt for Serial Killer Intensifies After Latest Victim Found,murder
"Famous Author Found Dead in Hotel Room, Suspicious Circumstances",murder
Investigation Launched After Human Remains Discovered in Forest,murder
"Man Killed in Hit-and-Run Accident, Driver Flees Scene",murder
Local Businessman Shot Dead in Attempted Robbery,murder
Family Grieves After Daughter's Fatal Stabbing by Boyfriend,murder
"Man Found Dead in Alley, Police Suspect Gang Involvement",murder
Police Investigate Gruesome Murder in Old Warehouse,murder
"Body of Missing Woman Found in River, Foul Play Suspected",murder
"Teenager Found Dead in Park, Police Rule Homicide",murder
"Young Couple Shot Dead in Car, Motive Unknown",murder
"Woman's Body Discovered in Trash Compactor, Investigation Underway",murder
Manhunt Underway for Suspect in Child's Murder,murder
"Victim's Body Found in Burned-Out House, Arson Suspected",murder
"Local Philanthropist Found Dead in Home, Apparent Robbery Gone Wrong",murder
Authorities Investigate After Human Skull Found in Field,murder
"Woman Killed in Hit-and-Run Accident, Driver Arrested",murder
Teenager Arrested for Murder of High School Classmate,murder
"Police Discover Cult's Mass Suicide, Dozens Dead",murder
"Body of Missing Teen Found in Woods, Suspect in Custody",murder
Community Mourns After Fatal Shooting at Church,murder
"Infamous Gang Leader Found Dead in Jail Cell, Possible Retaliation",murder
"Body of Missing Man Found in River, Investigation Ongoing",murder
"Young Mother Shot Dead in Front of Children, Husband Arrested",murder
"Local Celebrity Found Dead in Hotel Room, Overdose Suspected",murder
"Police Raid Illegal Gambling Den, Several Dead in Shootout",murder
"Victim's Body Found in Abandoned Factory, Cause of Death Unknown",murder
"Man Found Dead in Parking Lot, Police Suspect Gang-Related",murder
"Elderly Couple Found Dead in Home, Police Investigate Double Homicide",murder
Community Shocked After Brutal Murder of Popular Teenager,murder
Police Investigate Suspicious Death of College Student,murder
"Body of Missing Boy Found in Basement, Parents Arrested",murder
Victim's Family Seeks Justice After Brutal Slaying,murder
Police Warn Public After Series of Mysterious Deaths,murder
"Two Men Killed in Road Rage Incident, Suspect at Large",murder
"Young Woman Found Dead in Apartment, Boyfriend Arrested",murder
"Body of Homeless Man Found in Dumpster, Cause of Death Unknown",murder
"Businessman Shot Dead in Parking Garage, Motive Unclear",murder
"Local Teacher Found Dead in Classroom, Suspect in Custody",murder
Horrific Murder-Suicide Leaves Entire Family Dead,murder
"Police Investigate Shooting at Nightclub, Multiple Fatalities Reported",murder
"Victim's Body Discovered in Shallow Grave, Suspect Arrested",murder
Community in Shock After Teenagers' Fatal Stabbing,murder
"Elderly Woman Found Dead in Home, Suspected Burglary Gone Wrong",murder
"Police Discover Underground Fight Club, Several Injured",murder
"Body of Missing Boy Found in Abandoned Building, Suspect Arrested",murder
"Woman Fatally Shot During Domestic Dispute, Husband in Custody",murder
Hunt for Serial Killer Intensifies After Latest Victim Found,murder
"Famous Author Found Dead in Hotel Room, Suspicious Circumstances",murder
Investigation Launched After Human Remains Discovered in Forest,murder
"Man Killed in Hit-and-Run Accident, Driver Flees Scene",murder
Local Businessman Shot Dead in Attempted Robbery,murder
Family Grieves After Daughter's Fatal Stabbing by Boyfriend,murder
"Man Found Dead in Alley, Police Suspect Gang Involvement",murder
Police Investigate Gruesome Murder in Old Warehouse,murder
"Body of Missing Woman Found in River, Foul Play Suspected",murder
"Teenager Found Dead in Park, Police Rule Homicide",murder
"Young Couple Shot Dead in Car, Motive Unknown",murder
"Woman's Body Discovered in Trash Compactor, Investigation Underway",murder
Manhunt Underway for Suspect in Child's Murder,murder
"Victim's Body Found in Burned-Out House, Arson Suspected",murder
"Local Philanthropist Found Dead in Home, Apparent Robbery Gone Wrong",murder
Authorities Investigate After Human Skull Found in Field,murder
